#RA        DEC       MAG_G     MAG_I     ANGSEP    RPROJ     SNR       VTRUE     VSTAT     VSYS      VMEAS     VMEASERR  VSYSERR   VERR     
53.90252  -54.02230 20.10094  19.55903  0.06147   0.08154   12.92292  45.87845  -3.14453  -1.71212  41.02180  1.46679   1.50000   2.09797  
54.00257  -54.06121 19.89884  19.92722  0.06123   0.08122   9.51325   63.87109  1.42625   -2.67744  62.61990  2.11839   1.50000   2.59568  
53.57120  -52.88825 19.50525  18.91355  1.14070   1.51328   21.56748  57.00891  -1.42909  -0.52395  55.05587  0.79331   1.50000   1.69686  
54.34829  -53.79120 20.58914  20.08155  0.29278   0.38836   8.32982   46.53186  -0.30349  0.69338   46.92175  2.48449   1.50000   2.90219  
53.42909  -54.18351 19.89065  19.91082  0.38182   0.50648   9.66506   68.11405  -1.89052  -0.35995  65.86358  2.07852   1.50000   2.56325  
53.92073  -53.93734 19.88822  19.93322  0.07811   0.10361   9.45765   58.32533  -4.00038  0.24229   54.56723  2.13334   1.50000   2.60790  
54.04436  -53.85168 19.91673  19.83441  0.15060   0.19977   10.37270  43.18661  0.28949   1.53724   45.01334  1.90955   1.50000   2.42824  
54.01731  -53.97739 20.11790  19.57733  0.02479   0.03289   12.75343  44.49867  -0.47769  1.61305   45.63404  1.49021   1.50000   2.11441  
53.89597  -53.97267 19.89579  19.92934  0.06700   0.08887   9.49355   44.74956  1.91538   -1.09698  45.56796  2.12366   1.50000   2.59999  
53.43899  -53.89936 19.96317  19.68208  0.34515   0.45783   11.78339  54.29846  1.65537   -0.77296  55.18087  1.63861   1.50000   2.22150  
54.29344  -54.02652 20.80361  20.30882  0.17445   0.23140   6.91005   47.99646  3.69781   -0.59231  51.10196  3.10901   1.50000   3.45195  
53.76973  -54.27283 19.89339  19.93141  0.30436   0.40373   9.47444   65.18786  1.07814   -1.83028  64.43572  2.12880   1.50000   2.60419  
53.94124  -54.02699 19.89686  19.92854  0.04383   0.05813   9.50098   49.51595  -5.64877  -1.88782  41.97936  2.12167   1.50000   2.59836  
54.04014  -53.93516 19.22433  18.67839  0.06901   0.09153   25.75474  72.03596  0.07233   1.31078   73.41906  0.64117   1.50000   1.63129  
53.99810  -54.12515 19.90443  19.54803  0.12516   0.16601   13.02481  54.39607  0.97998   -2.09183  53.28423  1.45303   1.50000   2.08837  
54.08265  -53.92340 20.30805  19.78139  0.09073   0.12035   10.86368  49.93995  3.03787   1.20511   54.18293  1.80646   1.50000   2.34804  
53.95193  -53.92488 20.92361  20.43514  0.08027   0.10647   6.12097   59.11055  -7.15086  0.24099   52.20068  3.59596   1.50000   3.89628  
53.88956  -54.00995 20.56316  20.05415  0.06567   0.08710   8.50096   64.16565  1.46555   -0.56423  65.06698  2.42459   1.50000   2.85108  
52.91935  -54.45282 19.96016  19.73569  0.77725   1.03104   11.28693  53.81720  2.60039   1.05865   57.47624  1.72548   1.50000   2.28632  
53.98247  -53.92374 19.88807  19.93231  0.07696   0.10208   9.46613   68.88700  -1.33214  1.41130   68.96616  2.13105   1.50000   2.60602  
54.12522  -53.63297 19.11020  18.47694  0.37441   0.49664   29.46921  44.66905  -0.34976  -2.56098  41.75830  0.54545   1.50000   1.59610  
54.34047  -53.99529 19.96243  19.72603  0.20019   0.26554   11.37634  72.20669  -1.20233  1.11140   72.11576  1.70922   1.50000   2.27407  
54.00038  -53.99782 19.02840  18.38373  0.00219   0.00290   31.64433  57.95955  0.68733   -2.35410  56.29278  0.50078   1.50000   1.58138  
53.91775  -54.13885 20.56745  20.05867  0.14700   0.19498   8.47275   58.89812  -1.03996  -1.88597  55.97219  2.43428   1.50000   2.85932  
54.02470  -53.93608 19.69340  19.11947  0.06555   0.08695   18.46119  70.70233  -0.24241  -2.05820  68.40173  0.95607   1.50000   1.77878  
53.54588  -53.99528 20.85883  20.36705  0.26698   0.35414   6.54630   78.47686  0.17189   -1.72856  76.92019  3.31745   1.50000   3.64081  
54.08619  -54.15183 20.79557  20.30034  0.16003   0.21227   6.96301   46.05708  -1.72072  -2.55579  41.78057  3.08066   1.50000   3.42643  
54.07117  -53.93891 20.62956  20.12417  0.07406   0.09824   8.06356   62.54702  3.48854   -0.53880  65.49676  2.58326   1.50000   2.98718  
54.10901  -53.75450 20.93765  20.44988  0.25377   0.33662   6.02889   53.00348  -0.99431  1.43875   53.44792  3.66197   1.50000   3.95728  
53.72258  -54.01025 19.32836  18.79998  0.16337   0.21670   23.58970  53.92194  0.28218   -0.29371  53.91041  0.71241   1.50000   1.66058  
54.01731  -53.95513 19.93768  19.60529  0.04601   0.06103   12.49454  57.87315  0.16102   -0.67726  57.35692  1.52734   1.50000   2.14074  
54.14718  -54.11433 20.08491  19.54172  0.14330   0.19008   13.08318  52.27261  0.25650   1.35534   53.88445  1.44525   1.50000   2.08297  
53.90388  -53.86449 19.90506  19.92407  0.14685   0.19479   9.54242   54.83962  2.87492   3.50631   61.22085  2.11062   1.50000   2.58935  
53.84328  -54.05013 19.89295  19.93162  0.10482   0.13904   9.47243   47.29344  -1.70333  -0.93902  44.65109  2.12935   1.50000   2.60463  
53.81743  -54.09502 18.84857  18.24282  0.14324   0.19000   34.93280  43.65364  0.62600   0.31822   44.59786  0.44475   1.50000   1.56455  
54.21946  -54.13925 19.89276  19.90144  0.18967   0.25159   9.75200   57.47232  1.42198   -0.93492  57.95937  2.05631   1.50000   2.54527  
54.28256  -53.88883 19.18130  18.62780  0.20004   0.26535   26.65553  61.04356  -0.46447  -1.46344  59.11565  0.61525   1.50000   1.62128  
53.77201  -52.91094 19.96254  19.41002  1.09749   1.45594   14.64994  62.31160  0.93283   -1.19081  62.05362  1.26182   1.50000   1.96015  
54.12883  -53.94446 19.93236  19.80200  0.09395   0.12462   10.67285  51.77770  -0.52957  1.20740   52.45553  1.84528   1.50000   2.37804  
53.99992  -53.99202 19.90702  19.92407  0.00798   0.01058   9.54242   53.94401  -0.48667  0.26669   53.72402  2.11062   1.50000   2.58935  
54.13255  -53.96381 19.95238  19.75812  0.08594   0.11399   11.07923  62.61717  -0.43380  2.23280   64.41617  1.76437   1.50000   2.31581  
54.20430  -54.04738 20.87985  20.38919  0.12903   0.17115   6.40797   55.26736  -4.61870  3.23279   53.88145  3.40358   1.50000   3.71945  
53.87550  -54.06582 20.75300  20.25535  0.09838   0.13050   7.24411   64.70622  -0.75747  0.68294   64.63170  2.93777   1.50000   3.29856  
54.02962  -54.03485 19.96687  19.67448  0.03895   0.05167   11.85378  42.00301  -1.85920  2.69763   42.84144  1.62694   1.50000   2.21290  
53.79612  -53.90024 19.93485  19.37974  0.15604   0.20698   15.04711  51.66816  -1.19035  -0.24365  50.23416  1.22196   1.50000   1.93473  
53.74661  -54.02157 19.88807  19.92874  0.15045   0.19957   9.49916   52.19373  0.88681   1.38834   54.46888  2.12216   1.50000   2.59876  
54.22036  -53.97350 17.73250  16.88283  0.13225   0.17542   79.15361  64.03818  -0.00628  2.61755   66.64945  0.16666   1.50000   1.50923  
54.01253  -54.01010 19.88807  19.93276  0.01250   0.01658   9.46191   71.42500  -0.89444  -0.77124  69.75932  2.13219   1.50000   2.60696  
54.08711  -53.88328 19.91169  19.84605  0.12749   0.16911   10.26491  67.17595  -2.63915  2.12042   66.65722  1.93363   1.50000   2.44723  
53.45322  -53.88085 21.06602  20.58566  0.34320   0.45524   5.36859   59.59042  -2.45487  1.94946   59.08501  4.20889   1.50000   4.46820  
54.07052  -53.96621 19.89781  19.92791  0.05349   0.07095   9.50687   73.79841  3.45852   1.27549   78.53241  2.12009   1.50000   2.59707  
54.38088  -54.41525 20.94955  20.46237  0.47122   0.62507   5.95083   52.22781  -2.20572  2.09288   52.11497  3.71969   1.50000   4.01075  
53.85102  -54.09738 20.02818  19.48051  0.13089   0.17362   13.72524  52.36219  -0.27039  -0.56513  51.52667  1.36451   1.50000   2.02778  
53.76196  -54.38306 19.96075  19.73315  0.40759   0.54066   11.31044  58.80135  -1.21091  0.87197   58.46241  1.72117   1.50000   2.28308  
54.32373  -54.03754 19.26113  18.64530  0.19387   0.25716   26.34389  55.90824  -0.38827  2.11501   57.63498  0.62400   1.50000   1.62462  
54.28856  -53.94369 19.88954  19.93407  0.17882   0.23720   9.44981   52.87613  -2.51546  0.26194   50.62261  2.13546   1.50000   2.60964  
53.93471  -54.13999 20.70143  20.20043  0.14513   0.19251   7.58715   49.87734  -3.97893  0.83935   46.73776  2.77911   1.50000   3.15808  
54.05866  -53.93946 19.88863  19.93363  0.06969   0.09243   9.45389   54.19987  -0.45526  -2.49890  51.24572  2.13436   1.50000   2.60873  
53.96689  -53.93834 20.03384  19.48662  0.06466   0.08577   13.64512  67.86429  -0.31987  -0.56003  66.98439  1.37413   1.50000   2.03426  
54.13422  -54.19613 19.30986  18.70003  0.21133   0.28032   25.36933  69.36396  -0.10597  0.21675   69.47473  0.65287   1.50000   1.63592  
53.97034  -54.17697 19.88807  19.93168  0.17782   0.23587   9.47190   61.62794  -2.16311  0.03985   59.50469  2.12949   1.50000   2.60475  
54.81195  -53.94133 19.88972  19.93407  0.48118   0.63827   9.44981   65.93760  1.91080   -0.58232  67.26607  2.13546   1.50000   2.60964  
54.09286  -53.65399 20.15415  19.61643  0.35032   0.46469   12.39134  60.24235  2.75126   -1.11197  61.88164  1.54262   1.50000   2.15167  
54.29938  -53.24209 20.60798  20.10142  0.77843   1.03261   8.20570   53.94956  0.23469   2.14850   56.33275  2.52965   1.50000   2.94094  
54.01676  -53.98813 19.89999  19.87312  0.01543   0.02046   10.01420  57.02834  0.63439   -0.90982  56.75291  1.99187   1.50000   2.49350  
53.95256  -53.83493 19.66926  19.09349  0.16742   0.22207   18.80200  64.03294  0.52968   1.19771   65.76033  0.93531   1.50000   1.76771  
53.80025  -54.06381 19.90177  19.86756  0.13355   0.17715   10.06575  61.20244  0.55221   -0.03573  61.71892  1.97963   1.50000   2.48374  
53.46663  -53.79183 19.89562  19.92951  0.37698   0.50005   9.49198   68.58114  -1.28931  -0.65030  66.64153  2.12409   1.50000   2.60033  
54.07522  -54.05984 20.24175  19.71072  0.07438   0.09867   11.51817  61.04430  -0.25302  1.49816   62.28944  1.68399   1.50000   2.25518  
54.14878  -54.25597 19.73729  19.16669  0.27041   0.35869   17.84170  58.23336  -1.75230  0.76621   57.24727  0.99604   1.50000   1.80058  
55.32210  -53.98031 20.30732  19.78062  0.77754   1.03143   10.87084  73.90589  3.51258   0.77858   78.19706  1.80503   1.50000   2.34694  
53.95740  -54.13056 20.62654  20.12099  0.13293   0.17632   8.08344   70.84130  -2.48251  2.47200   70.83079  2.57564   1.50000   2.98059  
53.82308  -54.06648 19.96196  19.65973  0.12335   0.16362   11.99033  61.20573  -1.34477  -2.76809  57.09287  1.60473   1.50000   2.19663  
53.96342  -53.95882 19.89243  19.93189  0.04646   0.06162   9.47002   84.68540  -1.04032  -1.60975  82.03533  2.13000   1.50000   2.60516  
53.94549  -53.86933 21.00167  20.51721  0.13455   0.17848   5.64600   55.75877  -0.10010  2.30346   57.96213  3.96197   1.50000   4.23642  
53.82484  -53.98545 19.88928  19.92079  0.10400   0.13795   9.57280   60.98059  0.45978   1.01740   62.45777  2.10258   1.50000   2.58280  
54.08894  -54.18748 19.87153  19.49620  0.19461   0.25814   13.51943  54.35544  0.88386   -0.84843  54.39087  1.38947   1.50000   2.04466  
54.00140  -54.15246 20.94034  20.45271  0.15246   0.20223   6.01120   76.68424  2.48139   -1.79088  77.37475  3.67491   1.50000   3.96925  
54.18767  -54.07730 19.94222  19.78342  0.13461   0.17856   10.84492  62.97894  3.59740   -1.73025  64.84609  1.81021   1.50000   2.35093  
53.89844  -54.27522 19.29802  18.68511  0.28158   0.37350   25.63508  71.29659  1.14536   0.90250   73.34444  0.64476   1.50000   1.63270  
53.89857  -53.84769 20.36060  19.83748  0.16360   0.21701   10.34433  62.98851  -1.27516  3.38005   65.09340  1.91583   1.50000   2.43319  
54.05537  -54.08006 19.93806  19.38320  0.08641   0.11462   15.00169  57.16809  0.94175   -0.25142  57.85842  1.22640   1.50000   1.93754  
54.03155  -53.90366 17.74014  16.85683  0.09812   0.13015   80.32203  65.64802  0.05987   -0.82126  64.88663  0.16376   1.50000   1.50891  
53.79591  -53.90810 20.90081  20.41120  0.15122   0.20059   6.27052   67.55447  2.21134   1.24078   71.00659  3.49330   1.50000   3.80173  
54.71759  -53.88908 19.90084  19.92530  0.43667   0.57924   9.53103   50.06348  3.03489   2.38076   55.47913  2.11364   1.50000   2.59181  
54.12791  -54.02392 20.55071  20.04102  0.07888   0.10463   8.58300   76.98997  1.63302   -0.18717  78.43582  2.39681   1.50000   2.82749  
54.13179  -53.92049 20.78956  20.29400  0.11106   0.14731   7.00261   79.78978  -0.65315  -2.30703  76.82960  3.05977   1.50000   3.40766  
53.74151  -53.36517 19.91189  19.84562  0.65303   0.86625   10.26890  56.35685  3.35795   0.83507   60.54987  1.93273   1.50000   2.44652  
54.99905  -53.98033 18.08984  17.33678  0.58769   0.77957   61.46854  71.99751  0.33508   -0.26119  72.07140  0.22574   1.50000   1.51689  
54.20039  -53.92909 20.41667  19.89735  0.13757   0.18248   9.78987   55.13557  -1.29245  0.34998   54.19309  2.04676   1.50000   2.53757  
54.13403  -53.68395 18.43515  17.70475  0.32579   0.43215   49.36448  58.63329  -0.02034  0.14678   58.75974  0.29370   1.50000   1.52848  
54.67278  -53.91997 19.88846  19.92512  0.40384   0.53568   9.53265   71.98054  2.03300   -0.83864  73.17490  2.11322   1.50000   2.59146  
54.15231  -54.10660 19.94681  19.77372  0.13913   0.18456   10.93473  63.01898  -0.49072  0.56111   63.08937  1.79238   1.50000   2.33723  
54.05225  -54.12636 19.75742  19.18839  0.13003   0.17248   17.55714  55.38986  1.24899   1.30317   57.94202  1.01544   1.50000   1.81139  
54.30277  -54.05325 19.89332  19.93144  0.18565   0.24626   9.47414   70.07341  0.23881   0.98650   71.29872  2.12889   1.50000   2.60426  
54.15374  -54.10864 19.92358  19.81985  0.14123   0.18734   10.50753  71.28460  5.06601   0.23477   76.58538  1.88018   1.50000   2.40522  
54.14717  -53.98521 19.96435  19.69386  0.08777   0.11643   11.67434  52.11601  -0.29473  -2.87186  48.94941  1.65699   1.50000   2.23509  
53.83501  -53.97165 18.61916  17.91867  0.10107   0.13407   43.01361  58.07633  0.17951   2.04065   60.29650  0.34648   1.50000   1.53950  
53.84331  -54.14944 19.88807  19.93030  0.17546   0.23273   9.48474   62.34725  3.50655   -1.60388  64.24992  2.12603   1.50000   2.60192  
53.82658  -54.17022 17.72684  16.83959  0.19830   0.26304   81.09660  76.05455  -0.06704  0.93554   76.92305  0.16188   1.50000   1.50871  
54.19978  -53.83327 18.71512  18.08668  0.20406   0.27068   38.57648  47.34863  -0.81683  0.57658   47.10838  0.39483   1.50000   1.55109  
53.69295  -53.86034 20.65881  20.15505  0.22844   0.30302   7.87062   61.47457  -2.91164  1.57764   60.14057  2.65943   1.50000   3.05329  
54.18773  -54.17124 19.85505  19.29368  0.20359   0.27005   16.17600  69.97760  2.43847   0.78612   73.20220  1.12035   1.50000   1.87221  
54.29134  -53.96996 19.90418  19.86231  0.17392   0.23069   10.11429  44.66737  2.70181   -2.54323  44.82595  1.96824   1.50000   2.47466  
54.07452  -53.86125 19.88967  19.93407  0.14552   0.19302   9.44981   68.67053  -1.59312  2.81147   69.88888  2.13546   1.50000   2.60964  
53.97956  -53.92917 17.87406  17.02498  0.07184   0.09530   72.96817  61.61615  0.04485   0.51335   62.17436  0.18376   1.50000   1.51121  
54.20018  -53.79790 19.90459  19.92407  0.23400   0.31039   9.54242   59.37620  0.15265   0.22715   59.75600  2.11062   1.50000   2.58935  
53.51277  -53.72089 20.09294  19.55040  0.40059   0.53137   13.00285  58.81238  3.16094   -1.47203  60.50129  1.45597   1.50000   2.09042  
54.22412  -54.14288 19.91685  19.83417  0.19419   0.25759   10.37497  48.39650  -2.63745  -1.55504  44.20401  1.90904   1.50000   2.42785  
54.31256  -53.94125 18.81224  18.13983  0.19301   0.25602   37.33606  56.11961  0.15666   0.15243   56.42869  0.41063   1.50000   1.55519  
53.96589  -53.84454 20.61060  20.10417  0.15675   0.20792   8.18846   43.66937  -1.55395  -0.77568  41.33974  2.53605   1.50000   2.94644  
54.07119  -54.06450 19.51618  18.92550  0.07687   0.10196   21.35473  61.66284  -0.34680  0.71971   62.03576  0.80280   1.50000   1.70132  
53.86474  -53.86126 19.33766  18.81134  0.15997   0.21219   23.38741  66.35616  0.33512   2.20462   68.89591  0.71982   1.50000   1.66377  
53.49033  -53.92691 19.96394  19.68976  0.30862   0.40937   11.71225  41.20824  -0.34694  -1.28134  39.57995  1.65056   1.50000   2.23033  
53.95393  -54.06476 19.89760  19.92805  0.07019   0.09310   9.50559   68.48940  -2.71171  -0.76016  65.01754  2.12044   1.50000   2.59735  
53.87481  -54.12213 20.40356  19.88335  0.14253   0.18906   9.91951   64.45539  1.90828   0.78434   67.14800  2.01471   1.50000   2.51178  
53.91796  -53.99515 19.91183  19.84575  0.04847   0.06429   10.26772  44.00451  2.20143   -2.79349  43.41245  1.93300   1.50000   2.44673  
53.81096  -53.79076 19.89930  19.87572  0.23704   0.31443   9.99019   64.84671  -2.71165  2.46000   64.59506  1.99761   1.50000   2.49809  
53.74038  -54.16572 19.89865  19.53864  0.22507   0.29855   13.11173  48.92713  0.92334   1.11122   50.96169  1.44148   1.50000   2.08035  
53.44522  -53.93438 19.57428  18.98936  0.33288   0.44156   20.21772  57.93565  -0.98923  1.85268   58.79910  0.85728   1.50000   1.72769  
53.75009  -54.10193 20.93656  20.44874  0.17865   0.23697   6.03599   49.67332  1.75781   -0.27066  51.16047  3.65681   1.50000   3.95250  
54.07668  -54.21638 19.91276  19.93138  0.22100   0.29314   9.47470   43.45909  -2.07750  -0.28398  41.09761  2.12873   1.50000   2.60413  
54.14686  -54.04028 19.96342  19.72182  0.09522   0.12630   11.41539  80.23616  -1.50336  1.71920   80.45199  1.70220   1.50000   2.26881  
53.48959  -53.92380 20.86803  20.37675  0.30980   0.41094   6.48569   55.88427  3.68616   0.93293   60.50335  3.35469   1.50000   3.67477  
54.05238  -54.18507 20.02881  19.48119  0.18760   0.24884   13.71636  61.87061  1.90509   0.10483   63.88053  1.36557   1.50000   2.02849  
54.00545  -54.06695 19.91428  19.35755  0.06703   0.08891   15.33817  71.48546  1.46601   2.22479   75.17627  1.19419   1.50000   1.91731  
54.05893  -54.29752 19.67506  19.09972  0.29952   0.39730   18.72019  61.13807  2.45697   2.23293   65.82797  0.94022   1.50000   1.77031  
54.19072  -53.77212 19.90870  19.85253  0.25410   0.33705   10.20487  51.01176  2.02657   -0.49117  52.54716  1.94729   1.50000   2.45804  
53.87203  -54.10776 19.96450  19.71120  0.13136   0.17425   11.51370  48.16126  1.77947   -1.00420  48.93652  1.68478   1.50000   2.25576  
54.04213  -54.15898 19.94602  19.77540  0.16089   0.21341   10.91917  51.74134  0.61099   1.20546   53.55779  1.79545   1.50000   2.33958  
54.01626  -53.92406 19.90044  19.92570  0.07654   0.10153   9.52731   65.34390  0.84680   -0.56283  65.62788  2.11464   1.50000   2.59262  
54.00774  -53.98366 19.89848  19.92746  0.01696   0.02250   9.51102   64.78468  0.53734   0.57913   65.90115  2.11898   1.50000   2.59617  
53.94554  -54.01705 19.89509  19.93004  0.03626   0.04810   9.48707   65.09955  -2.55723  0.13790   62.68022  2.12540   1.50000   2.60141  
54.00284  -53.94550 17.35249  16.33527  0.05452   0.07232   105.21431 59.14472  0.15034   0.92679   60.22185  0.11844   1.50000   1.50467  
54.03649  -53.96636 19.84419  19.45432  0.03990   0.05292   14.06879  43.55486  -1.37794  1.87106   44.04798  1.32462   1.50000   2.00116  
53.71689  -54.31948 19.90080  19.87006  0.35992   0.47743   10.04255  62.66437  0.17522   -0.91119  61.92840  1.98512   1.50000   2.48811  
53.90365  -54.06134 19.82890  19.26548  0.08346   0.11070   16.54589  68.02324  -0.53240  -0.11234  67.37850  1.09036   1.50000   1.85443  
53.72013  -53.94425 19.88898  19.93398  0.17380   0.23054   9.45061   63.18064  0.13138   4.02208   67.33410  2.13525   1.50000   2.60946  
54.05630  -54.04701 20.16744  19.63076  0.05748   0.07624   12.25863  61.46789  -0.80744  -0.82293  59.83752  1.56268   1.50000   2.16609  
53.96106  -54.02825 19.90672  19.92407  0.03635   0.04822   9.54242   58.65178  4.37151   -0.87882  62.14447  2.11062   1.50000   2.58935  
54.30940  -54.10368 19.91467  19.93385  0.20915   0.27742   9.45187   68.01136  0.08382   1.03095   69.12614  2.13491   1.50000   2.60918  
53.97830  -54.16290 20.16033  19.62309  0.16340   0.21674   12.32967  65.41514  -0.60236  -4.11149  60.70129  1.55188   1.50000   2.15832  
53.94042  -54.00821 19.68571  19.11119  0.03597   0.04771   18.56981  72.98209  -1.51089  1.57055   73.04176  0.94936   1.50000   1.77519  
53.97952  -54.01762 18.95617  18.30196  0.02134   0.02830   33.55270  41.84031  0.24992   -1.70796  40.38227  0.46680   1.50000   1.57095  
54.12747  -54.02518 18.53000  17.81515  0.07902   0.10482   46.08698  59.62613  0.02982   -0.13829  59.51766  0.31894   1.50000   1.53353  
53.95518  -53.95342 19.80269  19.23721  0.05352   0.07099   16.91671  73.33318  1.33332   0.77656   75.44305  1.06175   1.50000   1.83774  
53.87499  -53.97894 19.66819  19.09233  0.07645   0.10141   18.81711  56.43122  -0.85908  -0.00066  55.57148  0.93441   1.50000   1.76723  
54.18427  -54.07342 19.96029  19.73510  0.13077   0.17346   11.29235  67.28996  -3.39517  1.54793   65.44272  1.72448   1.50000   2.28557  
53.69853  -53.73197 19.94952  19.76672  0.32162   0.42662   10.99956  71.69014  -0.21893  2.42643   73.89764  1.77971   1.50000   2.32753  
53.08462  -53.84127 19.88924  19.92101  0.56195   0.74542   9.57077   60.76641  3.05412   -0.55968  63.26085  2.10312   1.50000   2.58324  
54.27520  -54.05538 19.88927  19.92084  0.17087   0.22666   9.57230   73.41369  -0.59177  -2.26656  70.55536  2.10272   1.50000   2.58291  
53.83515  -53.86969 20.60934  20.10285  0.16248   0.21552   8.19676   62.14870  -0.52662  0.10843   61.73051  2.53297   1.50000   2.94379  
53.53907  -53.39435 20.61651  20.11040  0.66429   0.88119   8.14956   61.51930  -1.57849  -2.04206  57.89875  2.55058   1.50000   2.95896  
53.94768  -54.00439 18.37602  17.63453  0.03106   0.04120   51.44919  61.09640  -0.22026  1.40954   62.28568  0.27948   1.50000   1.52581  
53.69088  -53.96785 21.12870  20.65182  0.18459   0.24485   5.10042   55.27015  5.57058   0.68640   61.52712  4.47582   1.50000   4.72048  
53.81595  -53.90504 20.85883  20.36706  0.14404   0.19106   6.54625   56.07718  -1.29958  -2.10687  52.67074  3.31748   1.50000   3.64084  
54.02658  -54.02233 20.83502  20.34194  0.02725   0.03614   6.70316   75.47997  -2.43375  0.36720   73.41342  3.22452   1.50000   3.55633  
54.28507  -54.07218 20.55836  20.04909  0.18231   0.24183   8.53259   56.03140  1.08439   -0.41724  56.69855  2.41381   1.50000   2.84191  
53.90469  -54.03688 19.90547  19.92407  0.06706   0.08895   9.54242   59.00460  1.40792   -0.09752  60.31500  2.11062   1.50000   2.58935  
54.04156  -54.07832 19.89051  19.93362  0.08204   0.10882   9.45392   50.33401  -3.22655  -0.13718  46.97028  2.13435   1.50000   2.60873  
53.53484  -54.17455 19.90417  19.92407  0.32390   0.42964   9.54242   62.11012  1.21821   -0.93698  62.39135  2.11062   1.50000   2.58935  
54.64321  -54.12417 19.95378  19.75394  0.39740   0.52714   11.11793  76.07404  0.73669   2.07241   78.88314  1.75700   1.50000   2.31020  
54.59252  -54.15962 19.95708  19.40416  0.38250   0.50738   14.72679  57.09237  -1.74245  0.91215   56.26207  1.25392   1.50000   1.95507  
53.73056  -54.12027 20.86267  20.37110  0.19868   0.26354   6.52100   44.05124  0.99530   -0.81720  44.22934  3.33291   1.50000   3.65490  
53.86056  -54.16758 20.02416  19.47617  0.18648   0.24735   13.78214  69.76658  1.33188   0.26000   71.35846  1.35775   1.50000   2.02324  
53.04862  -54.07871 21.11680  20.63940  0.56419   0.74840   5.15078   57.14840  -2.87667  -1.37263  52.89910  4.42336   1.50000   4.67077  
53.75002  -54.08300 18.15179  17.41221  0.16863   0.22368   58.68636  51.19565  0.02619   0.13846   51.36030  0.23865   1.50000   1.51887  
53.71468  -53.96477 20.23753  19.70622  0.17144   0.22740   11.55982  55.63490  0.33943   1.82173   57.79606  1.67671   1.50000   2.24975  
54.07526  -54.13536 19.95346  19.75488  0.14239   0.18887   11.10922  58.75545  -1.34838  -0.92991  56.47716  1.75865   1.50000   2.31146  
54.14889  -54.20482 21.14094  20.66460  0.22265   0.29534   5.04866   74.28718  -0.19089  3.73200   77.82830  4.53095   1.50000   4.77279  
54.17584  -53.91393 18.95182  18.29703  0.13458   0.17852   33.66774  61.32738  -0.43108  3.42343   64.31972  0.46488   1.50000   1.57039  
53.29524  -53.81427 19.88807  19.93102  0.45482   0.60331   9.47801   68.67512  3.61365   -0.57240  71.71638  2.12784   1.50000   2.60340  
53.84654  -54.05006 20.95652  20.46970  0.10311   0.13677   5.90508   46.28224  -5.75407  -0.45890  40.06927  3.75430   1.50000   4.04287  
54.00077  -53.89946 19.87090  19.31077  0.10054   0.13336   15.95175  57.69649  0.88912   -1.74830  56.83731  1.13928   1.50000   1.88360  
53.85754  -53.81066 19.89550  19.92964  0.20711   0.27472   9.49086   72.50403  1.59415   -0.48199  73.61619  2.12439   1.50000   2.60058  
53.85276  -54.01436 19.91300  19.84321  0.08771   0.11635   10.29123  70.54049  -0.23414  0.16463   70.47097  1.92770   1.50000   2.44255  
54.36492  -53.83204 20.01399  19.46525  0.27277   0.36182   13.92542  62.62125  1.17187   1.43307   65.22619  1.34100   1.50000   2.01204  
53.62902  -54.03811 20.97622  20.49038  0.22126   0.29349   5.77585   54.52245  6.14914   -0.62178  60.04981  3.85532   1.50000   4.13685  
53.94538  -53.94587 19.88807  19.93202  0.06295   0.08350   9.46877   69.39644  -2.43075  -3.47617  63.48951  2.13033   1.50000   2.60544  
53.92435  -53.81564 20.58774  20.08007  0.18967   0.25159   8.33906   59.28236  1.98293   1.18259   62.44789  2.48119   1.50000   2.89936  
54.08580  -54.03096 20.11325  19.57231  0.05916   0.07848   12.79991  57.06245  1.24911   0.28138   58.59295  1.48372   1.50000   2.10984  
53.95846  -54.09357 19.62879  19.15955  0.09670   0.12826   17.93545  66.46807  1.02393   1.92125   69.41324  0.98980   1.50000   1.79714  
54.54641  -53.30411 20.72132  20.22161  0.76755   1.01818   7.45483   53.16766  -0.22443  1.59570   54.53892  2.83841   1.50000   3.21038  
54.02893  -53.96388 20.91985  20.43119  0.03993   0.05296   6.14565   61.70366  0.32518   1.14638   63.17522  3.57865   1.50000   3.88030  
54.22933  -53.98109 20.28430  19.75608  0.13615   0.18060   11.09808  65.02378  -2.95062  1.86237   63.93554  1.76077   1.50000   2.31307  
53.70113  -54.10501 19.88890  19.93390  0.20448   0.27123   9.45134   65.44436  1.31209   -1.60481  65.15163  2.13505   1.50000   2.60930  
53.94744  -53.92163 20.69635  20.19503  0.08426   0.11176   7.62090   55.17506  -1.99212  0.71541   53.89835  2.76434   1.50000   3.14509  
53.46105  -53.19392 20.96328  20.47680  0.86721   1.15040   5.86072   57.13575  0.17399   -1.19026  56.11948  3.78842   1.50000   4.07457  
54.21158  -53.86583 20.48341  19.96888  0.18308   0.24285   9.12739   69.37853  -2.56970  -0.24418  66.56465  2.22630   1.50000   2.68448  
53.97892  -54.25906 20.91904  20.43033  0.25936   0.34402   6.15097   67.05470  -2.98834  1.45381   65.52017  3.57493   1.50000   3.87687  
